#Activity	walking running walking standing 
#ActivityID	1 2 1 8 
#Date 08-22-18-45
acc_rf_x	acc_rf_y	acc_rf_z	gyro_rf_x	gyro_rf_y	gyro_rf_z	acc_rs_x	acc_rs_y	acc_rs_z	gyro_rs_x	gyro_rs_y	gyro_rs_z	acc_rt_x	acc_rt_y	acc_rt_z	gyro_rt_x	gyro_rt_y	gyro_rt_z	acc_lf_x	acc_lf_y	acc_lf_z	gyro_lf_x	gyro_lf_y	gyro_lf_z	acc_ls_x	acc_ls_y	acc_ls_z	gyro_ls_x	gyro_ls_y	gyro_ls_z	acc_lt_x	acc_lt_y	acc_lt_z	gyro_lt_x	gyro_lt_y	gyro_lt_z	EMG_r	EMG_l	act
-32768	32767	32767	5075	-2094	4517	-32768	32767	-32768	9636	5909	-420	-21784	26952	-32768	5815	3111	3096	-1320	32767	32767	-52	-1692	-5589	-32768	13672	-15384	5182	5020	-294	-32768	20080	232	3068	-2735	-1050	158	121	2
10860	22436	6520	2761	-689	2552	21080	-20408	-32768	6369	8182	3078	-6232	32767	-28888	3076	1999	397	10304	32767	24608	-2775	-2632	-3948	-32768	10784	-6360	3860	2792	-759	-32768	17048	-4712	1878	-5248	349	144	80	2
-7240	2400	19676	702	201	550	24976	23320	-32768	2237	4526	-2799	19696	18400	-28744	-4341	1058	-819	17040	30112	15856	-2380	-3169	-2047	-22624	9312	-17440	478	492	-608	-32768	17072	-4568	156	-6691	1232	124	155	2
-8068	-6256	14104	278	382	387	-25448	-288	-24528	-1644	3894	-669	7224	-12600	-32768	-8832	4113	2285	17424	29344	13984	-2061	-3292	-1690	-15832	2352	-25512	-723	-1828	722	-32768	5088	-10904	-933	-6314	2165	58	95	2
-6752	-9852	14104	177	516	256	-13120	-11184	-17528	-2857	920	0	-32768	-32768	-32768	3000	2795	207	15704	13120	1408	703	-4996	2567	-6120	-4824	-24448	-516	-4753	892	-32768	1592	-32768	-957	-4980	2593	136	101	2
-8640	-8096	13808	164	573	320	-15064	-29472	-23952	-1483	2349	554	-32768	9992	-23160	2556	2954	2665	5656	17016	6688	3272	-5706	4490	9128	696	-19664	408	-7295	2061	-32768	-3648	-29392	1109	-6107	1082	127	180	2
-7240	-8632	23752	449	2393	1018	-32768	-2616	-21400	1368	936	180	-32768	-9992	-2304	734	4976	2298	-5800	22424	14592	3303	-6015	5836	11224	3528	-13408	379	-8333	2394	-15592	1464	-30760	337	-4716	2803	171	125	2
-2628	-15524	28716	526	4823	1684	-32768	6936	-7736	1234	212	421	-32768	-3416	14232	3868	4360	2118	-12136	22832	18168	2930	-6321	6626	5536	5968	-9864	195	-8686	2772	2608	0	-32552	328	-2915	3033	164	122	2
-2276	-15852	26812	226	6675	3353	-32768	3456	5304	-1037	44	-204	-32768	16448	21416	4275	3509	3191	-12792	23728	18632	1726	-6312	7140	-4152	3648	-12032	-803	-8866	2501	9600	-7944	-31368	241	-2415	1191	140	115	2
-6020	-14716	26348	-201	8169	4415	-32768	-3344	14928	-1610	-98	197	-28728	10360	16776	819	4238	2184	-16360	16992	22192	2373	-6216	7139	-2920	-72	-16888	-2444	-9664	2508	11232	-15136	-30640	1520	191	-1071	125	138	2
-15540	-14320	26984	-358	8462	4530	-28128	-10104	17800	-2822	-496	592	-22400	-4528	13648	-2381	4542	871	-32104	27688	25568	3105	-6285	6858	-4088	-1256	-24064	-2843	-9661	2247	16216	-5712	-24712	812	1964	-1828	116	137	2
-27576	-15268	21096	2253	7334	4290	-14096	-13176	30848	-3556	-19	1014	-15816	-22784	32040	-2070	3306	-365	-32768	29728	26376	2164	-5814	7182	-5016	672	-25744	-2798	-9697	2221	22632	-3544	-22064	-2066	1061	-705	119	128	2
3892	-10996	-11036	1778	7322	1520	8832	-13008	12232	302	3032	952	-12680	-26616	32767	-297	1266	296	-32768	15520	24424	1712	-5219	6794	-11936	-2504	-32768	-681	-7454	1917	5856	-440	128	-5419	-800	570	140	122	2
-32768	-12600	17760	3627	3376	-1149	-7256	-12040	12576	2601	5309	693	-10600	-15744	32767	1734	293	371	-32768	-6688	9048	1896	-3890	3848	-32768	5072	-32768	-95	-3821	1389	-3784	13912	32767	-3022	-2291	1301	114	117	2
-19244	18764	28716	217	4274	644	-24304	1832	11088	4241	6430	873	-264	-11384	22504	1324	208	22	-32768	-11880	-376	133	-2246	488	5920	-3632	-32768	-1220	-1104	230	-16648	4504	20552	-1465	825	2243	115	132	2
-32768	-14532	32767	-760	3056	1697	-32768	11296	2448	3377	7374	272	-12672	10496	12256	782	-2594	185	-32768	-11536	-7440	9	-747	-1475	15464	-9256	-32768	1215	2345	216	-16000	-11512	12136	1792	955	1420	118	146	2
-25276	-15252	32767	-266	1770	2466	-32768	11800	-1360	-819	6830	-168	-14264	18576	12520	1453	-2678	351	32767	16176	-944	-236	2374	-1307	3816	-3392	-32024	1082	4021	334	3400	-15432	-21864	7268	6044	-1903	116	125	2
-15728	-24180	32767	-1973	346	3968	-30616	7136	-1256	-4255	5517	-665	-10928	29856	-264	1142	-3031	443	-32768	32767	32767	-3607	10367	-7872	-32768	32767	-32768	1714	8326	823	-32768	32767	24504	5712	-3649	4264	114	131	2
-15892	-32768	32767	-2671	-1240	4628	-32768	-7584	-9928	-6391	3649	-1352	-24936	7384	-144	-4033	-3659	-242	-32768	7728	32767	-1646	-966	-1005	-22160	-32768	-11832	-5317	6728	-3023	-17464	-32768	-32768	-4337	2605	417	89	124	2
-9288	-32768	26080	-263	-2467	3515	-28352	-6648	-8000	-7185	1595	-1139	-32768	-18296	-8752	-3597	-4410	-1604	-10056	17656	19416	-263	738	-275	32767	-19456	15688	-1157	5213	-187	-5808	-32768	-20464	2357	802	-847	112	130	2
2056	-24540	16956	320	-2794	2122	-24096	-10216	-17832	-4489	726	-702	-32768	-12456	-7464	-1572	-5847	-906	-2704	11576	14760	-246	439	-355	12480	11648	-32768	1409	2985	1658	-2608	4888	-32768	4606	2596	-1429	123	122	2
2964	-25132	11424	-895	-2938	348	-11632	-8104	-22672	-1681	-1209	-485	-32768	-11224	-7016	844	-5564	-1953	-3016	11240	14496	-68	564	-285	-32768	4032	-32768	443	4936	-265	-32768	32767	-32768	4835	3953	-202	113	127	2
1772	-24528	8920	-1095	-4062	-1741	-4896	-6880	-24256	871	-3032	-1046	-32768	888	-21832	570	-4907	-1738	-2696	11880	16664	-112	897	-647	-20424	17528	-31960	933	2148	-651	-32768	7376	-26296	-1512	2671	-1228	120	131	2
-3288	-16128	8916	-2668	-4926	-3766	-920	-6784	-23408	3091	-5165	-1321	-32768	1912	-27584	490	-5030	-1440	64	11824	24776	156	2102	-1167	-32768	-1448	-25312	495	1276	73	-32768	3368	-4360	-1711	5143	-2829	122	132	2
-13868	-16748	11468	-3133	-5444	-5121	4472	-4736	-17296	4257	-6685	-1339	-22960	5448	-24848	-308	-4632	-2397	3304	13864	31616	769	4243	-1922	-32768	-16752	-17176	-454	664	-694	-32768	2416	13704	-2978	4658	-2407	128	146	2
-17044	-12684	13448	-3380	-5648	-5738	3992	-2488	-13712	4221	-7806	-1712	-3720	3920	-23472	-1160	-3248	-2390	5512	14064	27880	1534	6165	-3236	-32768	-14232	1528	1546	-274	634	-32768	688	16832	-3624	4783	-2105	114	148	2
-17640	-12648	14104	-3436	-5651	-5804	-3736	1200	-10648	3077	-8172	-1080	6872	7088	-23088	-1670	-1332	-1168	-576	13960	23568	2403	7305	-4527	-32768	-6528	9760	2036	860	80	-26736	-14120	19176	-1888	3249	-1963	120	106	2
-22476	-13296	18280	-3058	-5875	-6575	-5168	2392	-16288	1823	-8394	-784	7856	8664	-22112	-1867	176	498	-2728	10256	21208	2433	7635	-4726	-25992	784	12896	2776	245	-136	-15440	3920	8008	2196	4008	-1029	159	119	2
-28244	-9888	24228	-3922	-5652	-7068	-6608	1032	-16792	386	-8940	-772	8752	7720	-21592	-3298	611	1158	-5392	22456	16488	-603	8875	-4583	-21080	13216	11736	2694	-450	-287	-13824	24496	16416	4632	4105	-560	37	124	2
-32768	-12588	22020	-3157	-5644	-7059	-8200	648	-24448	-709	-8729	-1458	16776	-3552	-14824	-195	760	986	-32768	9296	19744	-1645	7961	-1769	-11224	17752	15736	-195	1007	-1133	-9696	29624	32767	-153	1819	-29	140	127	2
-32768	7224	16444	-3015	-5198	-6606	-4880	2160	-32768	-450	-7782	-2250	17256	5088	-12680	4133	-223	-3	-32768	31008	16656	-1308	4967	-423	-5584	17336	-4696	-5989	4454	-2555	-11776	25264	32767	-1339	1589	418	75	116	2
-32768	24760	9108	-3632	-4337	-4350	-9192	-4760	-32768	489	-5700	-2317	5344	600	8232	4249	-1533	-398	-25240	-14064	27120	-331	2345	-1781	-23112	-9464	8592	-6621	6938	-895	-1840	-936	32767	-2238	-221	-656	62	116	2
-32768	32767	-5584	-2532	-3065	-1170	-10440	5440	-32768	464	-2408	-1111	-5480	-8544	28808	326	-1576	-1200	-30768	27592	32024	3275	1292	-4226	-32768	-28568	976	-1350	7867	294	-7120	-13576	19448	-1434	-1110	203	226	122	2
-32768	32767	-7900	-2205	-2907	-673	12592	14720	-32768	-2837	600	-263	-10096	4496	17488	-3919	539	-1433	-18640	32767	32767	1537	1230	-4757	-32768	-11944	-1560	5374	7799	845	-10392	-15992	12144	-660	-1367	-881	134	139	2
-32768	27516	-16316	869	1834	813	12304	13360	-32768	-3018	1042	-463	-5344	16456	-30336	-6268	5402	497	-11168	32767	32767	494	803	-4850	-32768	1648	-800	6959	6792	445	-12336	-17992	6544	715	-2036	-1520	108	110	2
-32768	364	32767	8459	6689	9372	-32768	-32768	3488	-5743	5430	-177	-32768	-32768	32767	-1195	-5685	-3063	-7176	32767	32767	1065	-484	-5217	-32768	9352	-9712	5260	6006	-92	-32768	8888	3320	4132	-3255	-1603	149	137	2
32767	11800	3032	4908	3628	3820	-32768	32767	26648	8216	7624	3517	-32768	32767	-32768	9915	2527	2241	1528	32767	31368	-109	-1684	-4486	-32768	12920	-14704	4090	3641	-382	-32768	29952	-1712	2890	-4047	255	143	126	2
-2724	32684	25196	1752	202	1196	32767	27080	-15056	1280	5718	950	10456	32767	-32768	-482	1875	-1867	3328	32767	28736	-728	-1837	-4174	-27616	10560	-13200	1700	2245	-310	-32768	10552	-4896	759	-6301	807	105	130	2
-10124	-4656	16024	669	349	706	-4008	-7472	-29712	-2387	3853	-3754	14008	12568	-29976	-5577	1932	-175	15704	24520	8576	-1553	-3297	-613	-15952	7904	-20712	50	-9	914	-32768	23792	-304	-629	-6662	2139	31	132	2
-11944	-5688	12496	237	628	437	-32768	-21480	-32768	-4224	4030	-806	-22528	-20464	-28112	-8030	2199	2607	17808	20840	-816	-1186	-4383	1887	-5664	4848	-27848	-1705	-3096	35	-32768	7992	-19024	-1369	-7341	3045	155	138	2
-9988	-10448	13396	61	779	586	-13408	-17360	-24688	-1954	1591	905	-32768	-7456	-32768	1631	3714	813	11568	11360	-368	849	-5351	4149	8552	1520	-24664	-1371	-6531	1460	-32768	3520	-27832	-672	-5352	1232	62	99	2
-9512	-8808	16348	119	1302	647	-22224	-22512	-23600	112	1895	-43	-32768	-456	-21744	-39	3936	2706	1016	22888	7232	2269	-5647	6016	16248	2552	-20200	-1570	-8220	1285	-32768	-5824	-32768	-921	-5743	1719	97	126	2
-5900	-5540	23680	-426	2906	617	-32768	-160	-23648	1071	744	617	-32768	-12152	-4520	840	4477	2373	-11664	21936	12144	1855	-5897	7363	8472	4560	-8616	-771	-8825	1354	-9616	-3032	-32768	-3	-4287	3230	165	139	2
-5308	-17732	27864	158	5189	1424	-32768	64	-5712	-473	-152	397	-32768	-6608	13208	3989	4168	3096	-15608	20344	12240	1565	-6395	7246	2088	7912	-7824	-951	-8695	1753	10376	-6904	-32768	755	-3084	3369	174	118	2
-5196	-17592	26728	-128	7189	3281	-32768	-4672	5712	-1834	-231	148	-32768	13752	20328	4036	3429	3266	-16496	16192	15008	1606	-6777	6688	2920	1024	-14248	-1872	-9492	1604	12360	-14816	-30152	1947	-1343	648	140	128	2
-3952	-17064	25872	-634	8229	4791	-32768	-9848	19168	-1798	-522	445	-28928	10416	16280	471	4525	1494	-23672	19136	19280	2421	-6860	5971	4680	-1176	-16544	-1611	-9729	1721	15536	-9408	-28304	1668	615	-1771	125	132	2
-11008	-23148	25272	-719	7969	5388	-29104	-10976	20808	-3009	-990	822	-22480	-6520	22344	-2331	4470	602	-32768	29440	22416	2328	-6767	6047	-352	-4680	-25168	-544	-9607	2299	21776	-4104	-23328	-343	2127	-1125	126	131	2
-32768	-9712	11316	909	7567	4834	-2104	-9800	28032	-3736	148	894	-12920	-18096	32767	-3309	2627	107	-32768	19192	24432	1975	-5938	6800	-4352	-4768	-32768	334	-8840	2371	15696	-6912	-21584	-2737	1521	-418	126	127	2
-32768	-20216	3996	2409	6313	1230	15480	-8448	-9008	165	3633	1319	-13432	-32768	32767	-1976	1171	361	-32768	10576	22312	2293	-4795	6200	-21912	1480	-32768	1032	-6640	2729	432	-840	-800	-3790	-249	276	110	119	2
-23716	-4212	13172	4730	3077	-765	-16000	-10400	13448	1158	5699	759	-5848	-18512	27896	623	197	4	-32768	-6136	13816	1992	-3656	3870	-25096	4552	-32768	-1479	-4577	1360	-8728	15736	29456	-1627	-1719	1284	126	120	2
-22412	17712	25312	-1280	5057	493	-31896	3032	12264	4804	6879	1336	-1448	-7072	17096	914	-264	264	-32768	-9616	-920	-264	-2171	779	4184	-6104	-32768	-2788	-1011	-246	-19568	10384	17904	-831	1552	2771	128	139	2
-32768	-14512	28892	-2556	3918	2568	-32768	13464	4880	1547	7337	742	-9408	10560	9168	1167	-2768	297	-32768	-5848	-7312	-676	-441	-654	10920	-9200	-32768	-395	2106	-186	-17144	-5104	13232	602	1233	1916	119	145	2
-32768	-21364	32767	-853	1921	4187	-28216	4112	-3376	-2500	6912	32	-12416	13208	8528	1692	-2767	345	-32768	-7696	-8752	267	2236	-79	2968	-9384	-28920	190	3659	463	9800	-13640	-10584	4360	5470	-1037	111	139	2
-26208	-24968	30852	-1091	432	4969	-29448	-640	-1464	-3388	6102	-333	-6928	21136	2816	1379	-2984	205	-8888	-32768	15720	-5180	9641	-8248	-24920	32767	32767	12828	4676	1433	-32768	32767	32767	3432	-1883	-288	105	127	2
-20384	-28760	27752	-1871	-1009	5298	-30360	1696	-7288	-4854	4759	-720	-13936	7712	-1752	-2395	-3659	-46	-32768	-9288	32767	-3927	860	658	-32768	-32768	-32768	-11545	3172	451	-22040	-32768	-32768	-4662	5733	-666	94	133	2
-15176	-32768	28832	-1114	-1688	4634	-32768	-10136	-19848	-7069	2783	-242	-32768	-29768	-4664	-3225	-2668	-1649	-13488	-31816	31440	-1185	388	-513	-14088	12112	-32768	1546	6141	-922	-23448	-32768	-31360	-820	325	-251	90	140	2
-13312	-32768	27680	-528	-1852	4325	-25112	-10688	-16688	-4436	915	-116	-32768	-16336	-11768	-596	-5721	-861	-7728	936	18024	156	374	-268	32767	15088	-25024	920	5812	2823	8840	-18952	-20056	3001	2736	84	120	120	2
7324	-21592	13900	1102	-3085	370	-14368	-11768	-21584	-2015	-968	65	-32768	-18384	-3192	2045	-6002	-2130	-5944	11168	16352	164	366	-317	-13896	23192	-16216	1929	3016	940	-32768	32767	-32768	8916	3037	-2982	119	130	2
3716	-26820	8384	-8	-4118	-1706	-3480	-9736	-25280	1702	-2712	86	-32768	-1176	-16296	1009	-5342	-1448	-5424	13192	14312	44	500	-492	-20488	1008	-32768	-1894	2400	-920	-20448	18152	-25824	428	3100	332	111	138	2
1380	-16512	6856	-954	-5386	-3411	3840	-7200	-23504	3750	-5025	-894	-32768	472	-27296	943	-4958	-1710	-5200	14168	20560	-196	996	-919	-31800	7584	-25312	362	710	-242	-32768	10440	-21312	-1616	3174	-1571	133	148	2
-8496	-15700	9120	-2521	-5839	-4550	8064	-4488	-20328	4990	-6566	-249	-28688	6464	-28000	-92	-4599	-2041	3368	8712	31904	601	2999	-1665	-32768	-10888	-15520	439	723	-76	-32768	6248	14256	-2739	4751	-3206	137	130	2
-15116	-12188	15152	-3009	-6265	-5250	5080	6600	-17792	4576	-8169	128	-7328	5656	-25680	-702	-3802	-2255	11952	13952	27312	1430	5235	-2755	-32768	-8760	3600	1742	840	489	-32768	-7872	22048	-4450	4299	-1416	124	138	2
-23764	-16612	13788	-3400	-7072	-5393	2456	288	-11328	2652	-8421	-1243	6776	7392	-25568	-1080	-1645	-1642	168	10512	24816	2918	6770	-4085	-32768	-6856	14208	2981	628	1079	-32768	-12856	20624	-2683	3465	-2332	125	145	2
-24012	-13804	14024	-3963	-6852	-6060	-1512	2872	-11072	1356	-9300	-578	9440	11696	-25496	-1027	569	213	-4952	10064	22640	3199	7052	-4703	-28064	-1568	7880	2675	849	290	-19864	-4088	14304	1517	3307	-1548	107	128	2
-29556	-14612	17868	-3813	-5920	-7087	-5064	2464	-17152	313	-9306	-835	9104	13760	-23136	-2698	1128	1538	-2680	19672	25760	2132	7748	-4843	-24712	8696	9928	3306	-27	136	-11856	15008	12704	4426	4000	-820	149	127	2
-32768	-12060	20196	-3766	-4771	-8137	-5840	4104	-22656	-767	-9280	-1198	16600	2344	-17368	-518	777	1596	-32768	19488	14024	261	8120	-3455	-14456	14672	12944	1558	514	-458	-13104	25216	32360	3682	2715	-135	127	135	2
-32768	-2420	18868	-2704	-4648	-8220	-8616	32	-32768	-1581	-8360	-2480	26872	4480	-15616	3336	-53	383	-32768	32767	25104	-636	7195	-1623	-168	21104	-14120	-2672	3520	-1443	-16816	25488	32767	-188	1230	322	105	117	2
-32768	18824	10496	-2923	-4953	-5973	-13424	-17112	-32768	429	-6513	-2828	7016	-944	3344	3896	-1095	-332	-23776	-11592	27824	-1492	2927	-469	-12752	-2944	9320	-5284	5872	-1874	-2640	13096	31672	-637	176	-1119	100	118	2
-32768	32767	-5872	-3002	-3886	-2618	-13896	-18080	-32768	1513	-6051	-2836	-3888	-13568	32767	1398	-1522	-1118	-25928	13992	30528	2738	1641	-3785	-32768	-21672	7216	-4235	7589	-995	-920	-4416	22264	-1654	-458	-137	147	127	2
-32768	32767	-23804	-877	-2781	411	4880	22592	-32768	-860	22	569	-16104	-928	18320	-2294	328	-2455	-22080	32767	32767	1451	1299	-4446	-32768	-16904	312	2476	7576	302	-10104	-7280	16216	-2042	-1590	-534	177	121	2
-32768	25488	-27328	-569	189	1267	8488	4984	-32768	-3945	1992	-1377	-12824	11600	-3992	-5937	2958	-1427	-15328	32767	32767	61	1474	-4593	-32768	-3344	-1752	5774	7325	-108	-10792	-12272	7312	-1440	-1491	-1218	163	125	2
-23160	13396	-17532	1363	5102	-162	4648	4288	-29888	-2710	3439	-471	-9768	14408	-4400	-3914	4934	1821	-8864	32767	32767	-20	485	-4916	-32768	3560	1240	5784	6139	-515	-10360	-14432	5024	-1315	-1637	-1255	78	106	2
-32768	-32768	32767	13054	3031	7980	-32768	-32768	-32768	15511	7190	-1948	-32768	-32768	-16408	2812	1978	-989	-1488	32767	32767	364	-900	-5209	-32768	15072	-11560	3213	5390	-693	-32768	28408	-328	4513	-2975	-1586	159	75	2
10652	28544	7880	1469	-348	2207	5192	32767	-13096	6465	11339	2987	-24304	32767	-32768	9313	1863	1440	5792	32767	26288	-2059	-1794	-3612	-30064	11376	-9808	1884	3244	-953	-32768	22016	-6040	1726	-4452	770	125	131	2
-12492	-15912	13612	260	662	172	32767	32767	13152	548	3376	-1613	17288	32767	-20472	-1892	503	-1882	15520	31184	17528	-2895	-2576	-1598	-23456	8920	-15760	-499	1577	-597	-32768	17512	-5920	-190	-6085	1027	61	219	2
-6448	-12844	12496	293	434	440	-1512	-4184	-32768	-3464	3459	-2236	14840	-3856	-32768	-8067	3699	797	17232	26792	4624	-1595	-3453	469	-15736	3728	-22592	-932	-1541	336	-32768	12848	-9752	-2242	-6611	2003	156	49	2
-6936	-11892	12712	232	455	285	-32768	-32768	-30976	-4724	2953	-1102	-32768	-32768	-32768	-8712	2962	587	16168	14040	976	-648	-4645	2965	-4464	-288	-26160	-1876	-4849	-312	-32768	8176	-27680	-2134	-5875	2801	177	76	2
-8872	-8260	13940	118	435	662	-13608	-7608	-31040	-744	1649	1233	-32768	2536	-21008	4557	335	2339	5152	15952	7568	1721	-5659	4990	13360	2472	-22232	-245	-7385	698	-32768	-4880	-32768	746	-6959	-92	4	150	2
-8188	-11872	18396	423	1487	824	-11152	-16248	-31656	-366	1942	484	-32768	1104	-12272	1060	5798	2358	-4024	25280	13056	1714	-6642	6445	11312	2280	-17288	1135	-8517	829	-25032	-3144	-31608	-198	-5820	2424	145	128	2
-6820	-12192	26016	745	3227	1453	-32768	2312	-22184	2361	677	716	-32768	-3128	744	2383	4459	1712	-13280	16336	15184	1650	-7089	6821	4320	5896	-5488	1276	-9378	1703	-4472	-2384	-32768	16	-3118	3544	168	129	2
-756	-13880	28780	508	5516	2440	-32768	12560	-4056	-462	270	214	-32768	7264	16472	3316	4247	2300	-14048	25040	16064	1386	-7317	6392	-1216	6992	-10568	528	-9286	2173	10840	-10048	-32768	629	-2478	2039	143	118	2
-6808	-14452	29140	-216	7324	4002	-32768	-3072	11320	-2551	-837	-266	-32768	12880	21976	1375	3552	2871	-16984	18264	20808	1487	-7193	5990	-1784	6064	-11984	335	-9421	2212	12032	-15904	-29288	1992	-198	-892	122	142	2
-19336	-14144	29760	-1062	8493	4921	-29920	-9000	21216	-2674	-750	387	-25696	3160	17728	-2090	4164	1916	-32056	29408	24640	2859	-7076	5602	-2672	200	-22552	-2161	-9900	2161	13816	-6544	-22400	1468	1867	-2408	124	117	2
-17712	-26132	19116	-917	8051	5013	-22296	-12776	18864	-4029	-1188	206	-18800	-14672	24168	-3115	3652	730	-32768	32767	27600	2222	-6410	6623	-7304	-3896	-32768	-1380	-9579	2616	25048	-2624	-23632	-1518	2178	-1360	126	122	2
-9796	-14292	-6800	1980	7844	4249	3976	-9016	23016	-3124	1131	518	-10376	-31680	32767	-1580	2633	-34	-32768	17152	26592	2625	-5284	7418	-20104	-2432	-32768	-288	-7898	2152	9560	-696	-7384	-4319	-175	435	128	122	2
-32768	-18348	13328	2508	7178	449	5912	-8672	-2720	1415	4048	893	-9816	-25152	32767	408	862	96	-32768	-208	17608	2800	-3898	5439	-31480	5936	-32768	-330	-5219	1428	-4536	10888	24904	-2156	-2022	1062	109	120	2
-16200	10544	26784	3098	4386	-1593	-17856	-7296	16248	2649	5692	992	-1664	-12632	26832	2306	144	-15	-32768	-2696	18072	2548	-3723	4858	840	1376	-32768	-1589	-2067	312	-6440	17120	32767	-1502	-2166	1313	115	131	2
-27636	10176	28404	-1401	4317	447	-28264	9064	11216	4680	6712	1482	-4160	1896	13000	1333	-1412	303	-32768	-8584	-7928	-175	-1604	-1242	13904	-7800	-32768	302	1326	134	-22280	-1016	17592	-688	898	2928	103	148	2
-32252	-13596	29432	-2236	2312	2292	-29984	12272	2704	455	6794	249	-11776	19600	11584	2124	-2907	517	-32768	-6000	-6960	387	1424	-538	5432	-5264	-32768	727	4086	633	-13288	-13768	20856	3406	1697	-355	106	136	2
-24296	-20556	29712	-1514	570	3481	-26200	7600	2440	-2912	5372	-332	-11952	21744	5832	1867	-2558	837	-9216	13712	-31184	-5228	7937	-5064	-9784	30600	-3304	4955	6161	-515	-6640	-12376	20088	6236	3925	-2814	125	136	2
-20044	-22960	26744	-2037	-694	4089	-26616	3016	-1568	-4391	4488	-783	-11464	22424	-2856	-2127	-2963	933	-32768	32767	32767	-4831	1868	-3501	-13376	-32768	-32768	-12009	4267	1276	-32768	248	-11208	-868	4222	1416	137	135	2
-24040	-32344	29584	-2803	-1474	4147	-32768	-13424	-14568	-6171	3430	-1197	-32768	-16728	1576	-4594	-3258	-1063	-32768	13640	19920	-2209	592	-1824	2440	6128	-32768	-3424	6745	-1739	-11736	-32768	-32768	-2997	413	758	87	129	2
-17176	-32768	22220	252	-3168	2999	-26464	-2552	-13328	-5668	1453	-216	-32768	-7016	-8432	-1287	-5035	-1510	-5232	9160	18008	-486	404	-464	32767	-1768	-20136	-2577	5215	1431	-832	-21056	-25592	782	2233	-232	138	129	2
-4852	-22792	16816	560	-3717	1618	-23000	-11744	-21672	-4228	94	-493	-32768	-8920	-6264	599	-5833	-1129	-9864	9032	16224	-311	398	-389	-3696	9864	-27496	751	3384	483	-6296	8184	-30328	3498	2116	-2364	145	133	2
-5096	-26732	12396	-244	-4105	-74	-11768	-8176	-25232	-1123	-1347	-58	-32768	-2752	-4440	-243	-6005	-1467	-5136	4968	15904	-176	416	-321	-32768	14328	-32768	-173	4338	233	-32768	32112	-32768	2077	3606	500	145	141	2
-2528	-20648	9112	-405	-5336	-1952	-5920	-8968	-26648	2201	-3039	-809	-32768	-16	-23016	-115	-4604	-1674	-3176	10056	16368	81	652	-413	-21584	16952	-30736	842	1799	772	-32768	4136	-23776	300	3390	-1276	122	137	2
-6736	-12612	6836	-2134	-5807	-3435	-3032	-6824	-23168	3858	-5212	-1272	-32768	696	-27128	-250	-5308	-2402	-1864	9032	23648	210	1665	-766	-27904	2360	-26656	116	669	394	-32768	4912	-13216	-107	4362	-2252	111	139	2
-16132	-15816	8052	-3077	-6213	-4511	3104	-5832	-19712	4668	-6700	-924	-17584	656	-23720	-632	-4510	-2819	3840	15320	30128	507	3399	-1295	-32768	-5784	-21584	-514	479	-468	-32768	8264	-9232	286	4750	-2573	134	152	2
-20372	-12464	10588	-3430	-6463	-5264	2936	-1832	-15824	4293	-7421	-991	56	1432	-21776	-765	-3044	-2202	5496	14920	27928	1213	5487	-2710	-32768	-11168	-3536	1120	91	39	-32768	120	18592	-4005	4289	-1630	132	128	2
-22868	-14604	10312	-3629	-6369	-5698	-3304	2152	-9776	2101	-8030	-582	4456	5960	-18696	-1097	-1279	-497	1064	16504	25520	2189	6877	-4123	-32768	-5664	11800	2412	493	1227	-30768	-16336	21048	-2935	3557	-1954	117	149	2
-23120	-14772	12652	-2975	-5888	-6020	-6696	2360	-17400	278	-8430	-752	3240	9616	-20328	-2224	-34	739	-8408	8504	24640	2669	7418	-4660	-28352	-4328	8656	3179	-210	447	-21024	-5488	15088	1689	3365	-1027	122	134	2
-28956	-7772	16796	-4216	-5022	-6753	-5160	264	-19288	-1148	-8909	-1204	5368	9384	-20592	-2216	950	1182	-1984	4376	12864	1563	8157	-4067	-25456	2408	16400	3484	-258	-11	-13400	14632	12560	4500	3552	-799	131	147	2
-32768	-13872	15188	-3351	-4365	-7324	-984	-2872	-25416	-1437	-8162	-2167	16456	-4024	-16152	1040	737	1116	-31112	22224	17496	-168	8895	-3747	-13136	16712	20848	1536	84	-348	-12160	24240	32767	2514	1953	-541	129	131	2
-32768	13000	10304	-2568	-3878	-6993	-4752	-1896	-32768	474	-6617	-2558	17448	-1008	-8104	3471	-654	-345	-32768	32767	32767	-55	6583	-1119	2976	17728	-13688	-2992	3010	-1341	-14672	24240	32767	-1328	715	-34	130	123	2
-32768	32476	1584	-2889	-3594	-4260	-2512	-6496	-32768	2968	-4453	-2189	5080	2376	9800	2986	-1397	-815	-18464	-14632	28376	-1406	1911	-775	-15696	-2072	14664	-4687	5912	-1735	-6272	7904	32767	-1974	-284	-728	130	115	2
-32768	32767	-8276	-1970	-3160	-1012	-4592	6192	-32768	3189	-1374	-689	-64	-7080	19256	-68	-474	-915	-25904	16496	29800	2106	436	-3949	-32768	-20504	5168	-4130	7102	-787	-5648	-7288	20032	-1205	-603	-243	108	115	2
-32768	32767	-20012	-341	-1504	1170	5520	17376	-32768	-1204	945	-45	-4488	144	7296	-4257	1414	-932	-17976	32767	32767	844	152	-4102	-32768	-17912	-1568	2508	6931	338	-13168	-11960	16264	-716	-1623	-537	104	120	2
